customer_id,age,gender,tenure_months,contract_type,monthly_charges,total_charges,internet_service,phone_service,avg_monthly_gb_used,num_support_tickets,avg_monthly_minutes,satisfaction_score,payment_method,num_additional_services,last_interaction_date,churned,days_since_contact
TC-000178,63.80301116,Female,4.606407894,Two year,117.24,458.79,No internet,Yes,20.81,1.0,492.4,7.4,Bank transfer,1.0,2024-05-16,0,45.0
TC-002950,43.01292307,Male,8.001384919,Month-to-month,73.39,617.91,DSL,Yes,7.61,0.0,85.8,8.1,Credit card,1.0,2024-06-16,0,14.0
TC-004793,40.28038747,Female,32.11771696,Month-to-month,60.56,2117.89,Fiber optic,No,27.6,2.0,323.9,8.3,Bank transfer,0.0,2024-05-01,0,60.0
TC-000081,38.70492168,Male,4.236265566,Month-to-month,46.12,286.73,No internet,No,11.41,2.0,267.6,4.0,Credit card,4.0,2024-05-08,1,53.0
TC-001225,39.22068512,Male,16.315814075,Month-to-month,67.78,981.625,Fiber optic,No,18.95,2.0,172.0,5.8,Bank transfer,5.0,2024-06-23,1,7.0
TC-002299,51.75675139,Male,11.83680747,One year,71.74,710.74,Fiber optic,Yes,39.91,6.0,190.7,5.7,Electronic check,3.0,2024-06-27,1,3.0
TC-002916,69.7291325,Female,70.1936814,One year,71.82,5011.21,Fiber optic,Yes,47.63,1.0,269.3,7.8,Credit card,5.0,2024-06-28,0,2.0
TC-002544,37.37275817,Male,35.48404358,Two year,84.28,3088.42,DSL,No,30.87,1.0,217.9,5.1,Credit card,3.0,2024-04-18,0,73.0
TC-004324,25.84981309,Female,27.31647088,Month-to-month,62.9,1671.33,Fiber optic,Yes,11.69,1.0,629.9,3.7,Bank transfer,3.0,2024-06-08,0,22.0
TC-001780,31.6136853,Female,12.8112382,One year,56.1,893.82,Fiber optic,Yes,6.85,0.0,153.9,5.4,Credit card,0.0,2024-06-07,0,23.0
TC-004768,38.20855117,Female,4.400696626,Two year,90.95,243.43,Fiber optic,Yes,4.93,6.0,357.1,5.8,Electronic check,5.0,2024-06-30,1,0.0
TC-001612,18.55213787,Male,17.14133033,Month-to-month,88.87,1461.68,No internet,Yes,25.85,3.0,448.5,5.1,Electronic check,3.0,2024-04-29,0,62.0
TC-003779,44.16488762,Male,28.38874964,One year,67.59,1929.11,Fiber optic,No,0.96,3.0,413.3,4.5,Bank transfer,2.0,2024-06-17,0,13.0
TC-001868,58.90057705,Male,49.69620048,Month-to-month,90.94,4448.71,Fiber optic,No,8.62,3.0,333.9,4.8,Electronic check,3.0,2024-05-27,0,34.0
TC-000671,60.69127789,Male,41.90553009,Month-to-month,53.64,2332.63,DSL,Yes,8.38,6.0,269.9,9.2,Credit card,3.0,2024-06-27,0,3.0
TC-004832,24.20495359,Female,17.31903828,One year,56.48,901.27,DSL,No,1.08,2.0,221.5,7.8,Credit card,2.0,2024-06-27,0,3.0
TC-003619,59.92144293,Male,40.77281023,Month-to-month,44.63,1847.85,Fiber optic,No,11.64,4.0,308.6,5.9,Credit card,1.0,2024-06-29,1,1.0
TC-001808,49.63087535,Male,60.31679426,Two year,50.75,3170.1,Fiber optic,No,10.28,0.0,316.5,0.0,Electronic check,5.0,2024-05-17,0,44.0
TC-003394,40.86501594,Male,1.773943777,Month-to-month,51.93,310.55,Fiber optic,Yes,14.74,2.0,347.9,7.4,Mailed check,3.0,2024-06-29,0,1.0
TC-002689,53.3518302,Female,1.0,Month-to-month,110.4,162.26,No internet,Yes,1.9,2.0,442.0,6.7,Mailed check,0.0,2024-04-13,0,78.0
TC-002895,49.6240296,Female,6.092236515,Month-to-month,50.27,268.89,Fiber optic,Yes,9.44,2.0,403.8,5.2,Electronic check,5.0,2024-05-05,1,56.0
TC-004874,45.49302131,Female,11.42683711,Month-to-month,38.34,497.43,DSL,No,17.96,1.0,374.9,3.4,Credit card,0.0,2024-06-30,0,0.0
TC-000220,43.22811209,Female,20.55108566,Month-to-month,67.44,1520.93,DSL,No,16.93,6.0,546.6,4.7,Electronic check,1.0,2024-05-23,1,38.0
TC-002096,40.8635357,Female,29.77515105,Month-to-month,74.93,2023.04,No internet,No,12.91,2.0,258.4,4.6,Bank transfer,2.0,2024-05-05,0,56.0
TC-003045,52.71914686,Male,120.0,Month-to-month,68.77,8145.97,DSL,Yes,6.51,4.0,311.3,7.0,Electronic check,0.0,2024-06-25,0,5.0
TC-000044,37.48344457,Female,61.30206925,Two year,88.2,5298.69,DSL,No,4.27,1.0,396.5,1.9,Bank transfer,3.0,2024-05-23,0,38.0
TC-000211,50.56335766,Female,30.34875201,Month-to-month,74.54,2343.99,No internet,No,9.04,1.0,334.4,9.6,Electronic check,5.0,2024-06-09,0,21.0
TC-001514,43.89471299,Male,58.2441341,Two year,33.28,1856.14,Fiber optic,Yes,10.95,3.0,406.0,5.2,Credit card,2.0,2024-05-01,0,60.0
TC-000355,41.71475688,Female,19.31139973,Month-to-month,70.54,1477.6,DSL,Yes,6.65,4.0,398.2,7.6,Mailed check,2.0,2024-06-22,0,8.0
TC-002442,62.72181118,Male,57.30206493,Two year,91.28,5279.75,Fiber optic,Yes,12.15,3.0,244.7,4.6,Bank transfer,0.0,2024-06-19,0,11.0
TC-001198,50.28734932,Female,6.127596063,Month-to-month,63.2,264.96,Fiber optic,Yes,1.1,0.0,474.3,7.3,Mailed check,0.0,2024-06-20,1,10.0
TC-003976,44.87366094,Male,1.0,Month-to-month,106.94,84.95,DSL,No,23.71,1.0,304.0,2.9,Mailed check,4.0,2024-06-25,1,5.0
TC-003205,27.71525429,Female,2.825335483,Month-to-month,69.24,35.02,DSL,No,58.81,1.0,279.9,6.6,Credit card,2.0,2024-06-25,0,5.0
TC-000368,42.18888601,Female,7.922511781,Month-to-month,76.24,547.29,Fiber optic,Yes,0.47,2.0,442.2,8.1,Mailed check,1.0,2024-05-25,0,36.0
TC-002597,32.89949558,Male,14.93823619,One year,22.38,387.82,DSL,Yes,5.72,3.0,181.3,5.4,Bank transfer,3.0,2024-06-22,0,8.0
TC-003790,61.54917056,Male,21.26462258,Month-to-month,56.2,1045.64,Fiber optic,No,2.72,0.0,363.5,8.5,Credit card,0.0,2024-04-22,0,69.0
TC-001729,47.5093097,Male,14.48699229,One year,99.27,1380.7,No internet,No,55.2,2.0,345.8,8.2,Credit card,2.0,2024-05-20,0,41.0
TC-000136,65.24901608,Male,9.749468257,Two year,56.35,576.56,Fiber optic,No,20.6,4.0,229.4,7.4,Credit card,2.0,2024-06-18,0,12.0
TC-001504,41.94938314,Male,24.49597119,Month-to-month,59.53,1392.15,Fiber optic,Yes,39.91,3.0,304.0,9.0,Electronic check,2.0,2024-05-13,0,48.0
TC-000048,57.85683339,Male,45.97963736,Two year,27.87,1281.61,No internet,No,28.38,2.0,30.8,4.7,Electronic check,3.0,2024-06-05,0,25.0
TC-002319,33.62547369,Female,85.11360312,Two year,57.05,5109.55,Fiber optic,Yes,2.97,2.0,300.2,10.0,Credit card,0.0,2024-05-15,0,46.0
TC-001392,31.83426945,Female,22.37756785,One year,73.76,1732.46,No internet,No,16.61,0.0,168.2,4.2,Bank transfer,5.0,2024-05-24,0,37.0
TC-002064,40.45167371,Male,13.37338782,Month-to-month,32.47,401.94,DSL,Yes,15.93,4.0,298.5,4.9,Bank transfer,5.0,2024-06-22,1,8.0
TC-001011,61.76091098,Male,1.0,One year,60.22,159.23,Fiber optic,Yes,13.58,2.0,272.1,8.8,Credit card,1.0,2024-06-07,0,23.0
TC-002122,53.76906432,Male,18.68475506,Two year,44.87,850.49,DSL,Yes,30.43,1.0,287.1,7.1,Bank transfer,4.0,2024-06-26,0,4.0
TC-003996,42.42686372,Female,8.303861946,Month-to-month,15.0,45.26,Fiber optic,Yes,5.32,5.0,208.6,6.3,Electronic check,0.0,2024-06-22,1,8.0
TC-000062,39.21511535,Male,53.30828499,Month-to-month,33.28,1814.3,DSL,No,5.04,2.0,254.7,5.8,Electronic check,5.0,2024-06-29,1,1.0
TC-001033,47.98834684,Female,6.03568862,One year,49.72,273.5,Fiber optic,Yes,9.57,2.0,384.6,7.8,Bank transfer,4.0,2024-03-26,0,96.0
TC-003246,53.57880232,Female,17.41552861,Month-to-month,73.84,1265.12,Fiber optic,Yes,0.62,2.0,446.0,5.8,Electronic check,5.0,2024-02-05,0,146.0
TC-000096,20.04727578,Male,62.78565994,Month-to-month,113.77,7118.35,Fiber optic,No,14.94,4.0,460.7,5.9,Credit card,3.0,2024-06-25,0,5.0
TC-000479,85.0,Female,30.50728527,Two year,78.26,2216.3,DSL,No,23.3,3.0,245.6,5.4,Bank transfer,3.0,2024-05-25,0,36.0
TC-004322,40.39102851,Female,40.9241181,One year,38.06,1351.31,DSL,Yes,2.73,2.0,421.3,10.0,Bank transfer,4.0,2024-05-29,0,32.0
TC-000843,25.15916968,Male,25.61126476,Month-to-month,93.45,2329.21,Fiber optic,Yes,27.52,2.0,304.0,7.4,Electronic check,4.0,2024-05-08,0,53.0
TC-000890,58.63055371,Female,2.435022443,Month-to-month,75.66,117.67,Fiber optic,Yes,2.52,2.0,395.6,3.6,Bank transfer,4.0,2024-05-25,0,36.0
TC-001617,46.48129363,Female,60.69123437,Month-to-month,119.98,7324.39,DSL,Yes,37.48,2.0,0.0,9.4,Credit card,2.0,2024-05-22,0,39.0
TC-001903,59.59686956,Male,31.2308595,Month-to-month,55.97,1664.04,Fiber optic,No,59.59,0.0,256.1,4.6,Credit card,2.0,2024-05-08,1,53.0
TC-001506,35.20157926,Female,11.73684633,Month-to-month,23.14,186.7,Fiber optic,No,5.66,1.0,387.3,5.9,Electronic check,0.0,2024-04-29,1,62.0
TC-000323,29.72668975,Male,11.74592678,Month-to-month,84.79,1126.12,No internet,Yes,15.22,0.0,238.8,6.5,Credit card,2.0,2024-03-27,1,95.0
TC-001323,40.94251833,Female,60.67257153,One year,83.32,5041.57,DSL,Yes,52.36,0.0,231.9,6.8,Bank transfer,1.0,2024-05-20,0,41.0
TC-003474,26.090924,Female,21.11699707,One year,35.2,616.79,DSL,Yes,1.78,5.0,333.7,1.4,Mailed check,1.0,2024-06-18,0,12.0
TC-004042,53.48817419,Female,39.9942043,One year,46.06,2024.22,DSL,Yes,10.47,3.0,226.0,8.3,Bank transfer,3.0,2024-06-27,0,3.0
TC-002388,28.13650284,Male,36.04821217,Two year,60.68,2316.72,Fiber optic,No,32.96,2.0,162.2,10.0,Credit card,3.0,2024-05-22,0,39.0
TC-001426,44.16488762,Female,51.19171105,One year,65.08,3348.69,Fiber optic,Yes,2.44,3.0,474.3,5.1,Credit card,3.0,2024-05-03,0,58.0
TC-002522,85.0,Male,9.397286811,Month-to-month,82.01,762.24,Fiber optic,No,3.07,0.0,387.4,7.8,Electronic check,5.0,2024-06-29,1,1.0
TC-003130,35.82760283,Female,10.01538778,Two year,74.9,892.33,Fiber optic,Yes,48.19,4.0,213.6,4.0,Bank transfer,2.0,2024-06-09,0,21.0
TC-001188,38.63050275,Female,68.75788731,One year,88.9,6255.08,DSL,Yes,21.45,2.0,192.2,6.6,Credit card,2.0,2024-05-12,0,49.0
TC-002464,23.43506367,Female,32.04731879,Two year,62.95,1905.17,Fiber optic,No,4.23,2.0,174.2,7.3,Electronic check,4.0,2024-06-22,0,8.0
TC-000292,34.60498598,Female,45.01996959,Month-to-month,70.54,3187.61,DSL,Yes,7.35,1.0,302.8,6.2,Credit card,2.0,2024-06-24,0,6.0
TC-002358,44.15082701,Male,55.66138878,Month-to-month,15.0,897.52,No internet,Yes,4.17,2.0,316.9,7.4,Mailed check,0.0,2024-06-12,0,18.0
TC-002755,40.89078652,Male,93.9138792,Month-to-month,34.6,3446.69,DSL,Yes,6.52,5.0,201.9,2.6,Mailed check,4.0,2024-06-23,0,7.0
TC-000534,23.834757,Male,15.07870234,Two year,66.42,1117.7,DSL,Yes,15.15,1.0,528.9,6.2,Credit card,0.0,2024-06-07,1,23.0
TC-002054,37.44410957,Female,4.038543151,Month-to-month,29.8,119.12,Fiber optic,Yes,10.17,1.0,455.7,7.8,Electronic check,0.0,2024-05-10,1,51.0
TC-003936,47.82468008,Male,34.27185399,Two year,15.59,498.48,Fiber optic,Yes,6.38,2.0,231.4,7.5,Electronic check,4.0,2024-05-16,0,45.0
TC-001262,43.14008087,Male,5.124440223,Month-to-month,18.87,82.32,Fiber optic,No,8.38,3.0,645.6,7.8,Credit card,0.0,2024-06-26,0,4.0
TC-001877,33.5674796,Male,18.03508998,Month-to-month,85.16,1486.15,Fiber optic,Yes,3.18,3.0,233.8,4.9,Credit card,4.0,2024-06-07,1,23.0
TC-002588,38.95529044,Female,51.42675111,Month-to-month,83.56,4351.16,No internet,No,0.39,2.0,330.6,2.1,Credit card,4.0,2024-05-24,1,37.0
TC-004020,40.67863134,Female,34.91220082,One year,110.45,3648.33,Fiber optic,No,9.34,3.0,469.2,7.7,Bank transfer,5.0,2024-06-15,0,15.0
TC-004983,46.30161169,Male,12.72414663,Month-to-month,67.13,818.52,Fiber optic,Yes,34.32,3.0,431.8,3.1,Electronic check,0.0,2024-05-29,0,32.0
TC-003335,62.99391968,Male,62.84122008,One year,40.87,2597.87,Fiber optic,Yes,4.51,2.0,329.0,6.5,Credit card,4.0,2024-06-14,0,16.0
TC-000429,57.8763673,Male,16.01830184,One year,52.15,795.54,Fiber optic,Yes,6.26,2.0,275.6,6.4,Credit card,5.0,2024-05-31,0,30.0
TC-001039,45.36677728,Female,57.49249519,One year,76.51,4632.94,Fiber optic,No,2.7,4.0,417.8,8.9,Bank transfer,1.0,2024-06-28,0,2.0
TC-003309,68.41782187,Male,7.844229486,One year,70.04,691.01,Fiber optic,Yes,2.71,4.0,513.9,8.0,Mailed check,5.0,2024-06-11,1,19.0
TC-004303,27.38817231,Male,9.920173238,Two year,46.35,489.52,DSL,Yes,9.0,3.0,356.1,3.2,Electronic check,2.0,2024-04-22,0,69.0
TC-003649,53.74310602,Female,32.07439714,Month-to-month,83.65,2695.18,Fiber optic,Yes,2.1,3.0,255.3,6.4,Credit card,5.0,2024-06-13,1,17.0
TC-001193,32.97948534,Female,23.55013188,Month-to-month,103.34,2338.63,Fiber optic,Yes,33.86,0.0,184.5,1.9,Credit card,5.0,2024-06-30,0,0.0
TC-002239,35.89445531,Male,11.02638942,Two year,108.2,1215.68,DSL,Yes,6.99,0.0,205.6,6.1,Electronic check,3.0,2024-05-01,1,60.0
TC-002427,50.58086163,Female,3.608942309,Month-to-month,34.49,157.88,Fiber optic,No,16.39,1.0,263.3,9.5,Bank transfer,2.0,2024-06-04,0,26.0
TC-001085,47.72903178,Male,31.56445231,Month-to-month,87.98,2801.6,DSL,Yes,10.49,2.0,402.4,10.0,Bank transfer,0.0,2024-06-30,1,0.0
TC-000627,27.1559277,Female,6.302662946,Month-to-month,41.41,290.31,No internet,No,7.88,0.0,455.9,4.1,Credit card,4.0,2024-06-06,1,24.0
TC-002022,46.16065407,Male,17.75004123,Month-to-month,101.64,1835.74,Fiber optic,Yes,12.51,2.0,242.6,6.1,Mailed check,5.0,2024-06-19,0,11.0
TC-004712,50.88795461,Male,5.474610101,Month-to-month,65.56,433.49,Fiber optic,Yes,27.64,5.0,202.3,6.6,Credit card,2.0,2024-05-10,1,51.0
TC-004571,33.05382888,Male,6.819341563,One year,45.81,215.5,No internet,Yes,7.83,3.0,363.5,6.0,Mailed check,4.0,2024-06-04,0,26.0
TC-004971,64.93121776,Female,5.192209584,One year,55.03,349.0,Fiber optic,No,24.12,5.0,395.3,5.8,Mailed check,2.0,2024-04-17,0,74.0
TC-000658,41.63812369,Male,23.50113637,Month-to-month,68.42,1553.55,Fiber optic,No,2.93,2.0,332.2,5.5,Bank transfer,4.0,2024-05-24,1,37.0
TC-002560,55.86405209,Female,1.018140366,One year,45.18,19.49,No internet,Yes,24.57,2.0,321.1,4.8,Bank transfer,3.0,2024-06-17,1,13.0
TC-000764,40.5591015,Female,7.308902223,Two year,59.14,378.19,DSL,Yes,6.65,0.0,521.3,5.5,Electronic check,1.0,2024-06-26,0,4.0
TC-000788,48.88770119,Male,3.563252178,One year,26.43,15.53,Fiber optic,No,17.42,2.0,342.7,4.8,Mailed check,4.0,2024-05-02,1,59.0
TC-003287,37.04819859,Female,58.70279494,Month-to-month,83.69,4841.23,Fiber optic,No,10.48,0.0,285.7,6.0,Credit card,2.0,2024-04-12,0,79.0
TC-001184,18.44249095,Female,6.420875349,Month-to-month,53.83,413.79,Fiber optic,Yes,67.72,3.0,266.8,3.4,Bank transfer,2.0,2024-05-04,1,57.0
TC-004511,24.19509918,Male,1.020530501,One year,59.54,98.53,Fiber optic,Yes,3.86,3.0,405.3,10.0,Electronic check,5.0,2024-06-25,0,5.0
TC-002281,43.89471299,Female,14.95414212,Two year,32.06,443.27,DSL,Yes,39.64,1.0,309.1,4.5,Electronic check,0.0,2024-06-30,0,0.0
TC-000953,23.22690864,Female,5.545140047,Month-to-month,84.14,383.13,Fiber optic,Yes,12.99,1.0,403.4,6.2,Credit card,0.0,2024-06-09,0,21.0
TC-003544,25.83935885,Female,13.73057445,Month-to-month,34.92,519.88,Fiber optic,Yes,1.04,0.0,311.5,8.0,Electronic check,3.0,2024-06-19,0,11.0
TC-001938,49.01539758,Male,17.2051111,One year,54.22,1004.77,Fiber optic,Yes,12.76,6.0,201.5,6.2,Credit card,2.0,2024-06-17,0,13.0
TC-001544,35.14355615,Female,31.96106387,Month-to-month,87.31,2692.31,DSL,No,0.14,2.0,428.7,6.4,Credit card,0.0,2024-06-19,0,11.0
TC-002283,59.91164105,Male,26.3851046,Month-to-month,86.72,2406.24,Fiber optic,Yes,8.73,2.0,49.4,6.3,Credit card,5.0,2024-06-12,0,18.0
TC-001021,49.84253232,Female,6.606855472,Month-to-month,15.0,42.35,Fiber optic,No,10.54,2.0,388.0,3.1,Mailed check,4.0,2024-06-15,1,15.0
TC-001737,26.19476371,Male,2.531951235,Month-to-month,94.98,29.41,DSL,Yes,23.68,1.0,317.4,7.0,Credit card,5.0,2024-06-15,0,15.0
TC-001282,39.71295245,Female,12.34633061,Month-to-month,41.38,664.35,Fiber optic,Yes,9.84,3.0,276.0,9.3,Mailed check,1.0,2024-06-18,0,12.0
TC-002202,39.13644312,Male,3.761810945,Month-to-month,39.52,152.87,Fiber optic,Yes,2.03,5.0,252.6,8.0,Credit card,0.0,2024-05-18,1,43.0
TC-000071,47.42093408,Female,3.862016089,Two year,69.87,385.37,Fiber optic,No,27.21,4.0,366.3,4.6,Credit card,2.0,2024-06-20,1,10.0
TC-000950,45.65009174,Female,43.25716145,Month-to-month,54.91,2481.16,Fiber optic,Yes,9.88,0.0,153.9,5.1,Mailed check,3.0,2024-06-15,1,15.0
TC-001232,21.45295531,Female,15.95464249,Month-to-month,93.99,1621.22,No internet,No,8.19,3.0,315.8,4.1,Bank transfer,0.0,2024-02-21,1,130.0
TC-000832,28.2202208,Male,80.22757608,Month-to-month,34.43,2652.9,Fiber optic,Yes,1.87,1.0,303.4,5.0,Credit card,1.0,2024-11-03,0,-126.0
TC-003304,26.61370975,Female,11.43535029,Month-to-month,80.18,912.94,No internet,No,45.13,0.0,269.3,10.0,Bank transfer,3.0,2024-05-08,0,53.0
TC-001935,81.66515021,Male,3.599622162,Two year,83.87,312.36,No internet,Yes,12.31,3.0,253.2,7.1,Bank transfer,5.0,2024-05-16,0,45.0
TC-003739,36.44125856,Female,58.35044118,Month-to-month,29.15,1813.83,Fiber optic,No,9.16,4.0,213.9,6.0,Credit card,2.0,2024-06-01,1,29.0
TC-004278,27.50118164,Male,2.944413996,Month-to-month,70.35,310.41,Fiber optic,No,5.76,-1.0,369.7,6.2,Credit card,1.0,2024-06-15,0,15.0
TC-004677,52.39153548,Female,7.882023418,One year,95.52,777.23,DSL,No,5.34,1.0,117.3,7.7,Electronic check,0.0,2024-06-22,1,8.0
TC-001613,55.24664666,Male,11.51899914,One year,80.4,1088.62,DSL,Yes,19.61,2.0,357.9,4.4,Credit card,0.0,2024-06-25,0,5.0
TC-001222,46.64731065,Female,2.123929789,Month-to-month,67.82,211.33,Fiber optic,Yes,3.22,3.0,46.1,4.0,Electronic check,0.0,2024-06-30,1,0.0
TC-002732,67.27521418,Female,7.369902553,Month-to-month,52.86,570.07,Fiber optic,Yes,14.59,2.0,198.3,5.2,Credit card,0.0,2024-06-29,1,1.0
TC-003520,44.16488762,Male,7.859269818,One year,33.65,400.38,Fiber optic,No,8.43,2.0,276.9,8.8,Bank transfer,0.0,2024-05-23,1,38.0
TC-001175,30.69053117,Male,1.0,Month-to-month,44.88,95.47,Fiber optic,Yes,27.81,0.0,250.9,6.3,Electronic check,4.0,2024-05-26,0,35.0
TC-002701,47.80212781,Female,1.529724616,Month-to-month,42.36,372.31,DSL,No,4.02,3.0,113.6,5.5,Bank transfer,1.0,2024-06-23,1,7.0
TC-004909,46.01765457,Male,35.81016877,Month-to-month,42.49,1581.6,DSL,No,5.59,3.0,108.0,5.2,Bank transfer,4.0,2024-05-31,1,30.0
TC-004392,54.29887879,Female,10.12975021,One year,15.0,239.52,DSL,No,10.14,1.0,297.7,8.4,Electronic check,3.0,2024-06-17,1,13.0
TC-001331,64.96126249,Female,55.55265251,Month-to-month,15.0,802.85,Fiber optic,Yes,34.96,1.0,182.8,5.9,Bank transfer,0.0,2024-06-30,0,0.0
TC-002343,49.38028272,Male,6.555482645,Two year,54.85,373.51,Fiber optic,Yes,21.63,3.0,311.8,6.5,Electronic check,0.0,2024-06-20,0,10.0
TC-000897,39.4932288,Female,1.0,Month-to-month,86.87,29.06,DSL,No,18.5,2.0,328.3,7.1,Credit card,1.0,2024-03-16,0,106.0
TC-004972,40.78431053,Male,6.292079601,Month-to-month,98.27,593.04,DSL,Yes,4.93,1.0,484.5,5.9,Electronic check,4.0,2024-06-24,0,6.0
TC-004929,22.64157867,Female,44.69673086,Month-to-month,75.11,3386.18,Fiber optic,Yes,4.08,2.0,262.9,8.0,Credit card,3.0,2024-05-15,0,46.0
TC-002611,51.77282987,Male,4.547302268,Month-to-month,97.86,483.08,No internet,No,8.22,3.0,194.7,9.7,Credit card,1.0,2024-06-08,0,22.0
TC-004847,43.01292307,Female,23.37685692,Month-to-month,83.14,1938.07,No internet,Yes,8.13,1.0,498.3,5.8,Electronic check,5.0,2024-06-29,1,1.0
TC-001091,40.92598111,Female,16.00052798,Month-to-month,77.95,1288.48,Fiber optic,No,2.45,1.0,414.4,9.3,Mailed check,3.0,2024-04-28,0,63.0
TC-001947,47.65650591,Female,4.37991793,Month-to-month,112.65,398.34,Fiber optic,No,29.17,4.0,324.5,7.0,Mailed check,4.0,2024-04-30,0,61.0
TC-000945,69.69955494,Female,6.957318202,Month-to-month,59.73,374.47,No internet,No,5.84,1.0,468.0,7.7,Electronic check,1.0,2024-06-25,0,5.0
TC-003743,46.82517812,Female,32.44553901,Two year,34.93,1091.8,DSL,Yes,7.84,0.0,356.8,4.7,Credit card,1.0,2024-06-21,0,9.0
TC-002352,18.0,Male,21.51410238,One year,29.19,640.81,Fiber optic,No,60.94,2.0,291.8,7.3,Bank transfer,4.0,2024-06-29,0,1.0
TC-001627,35.29017157,Male,4.371456605,Two year,61.49,135.55,DSL,Yes,0.95,5.0,417.8,6.2,Mailed check,5.0,2024-05-19,1,42.0
TC-002589,29.99942153,Female,41.13441814,Month-to-month,47.68,2054.42,DSL,Yes,17.92,5.0,288.6,5.6,Bank transfer,0.0,2024-06-12,0,18.0
TC-003758,72.6311406,Male,12.51236346,Two year,92.83,1103.35,No internet,Yes,9.75,2.0,55.6,5.7,Credit card,3.0,2024-06-03,0,27.0
TC-001438,66.11018364,Female,9.715668564,Two year,80.46,757.78,Fiber optic,Yes,8.02,3.0,352.9,3.9,Bank transfer,4.0,2024-06-27,1,3.0
TC-004754,35.89672133,Male,47.63632894,Month-to-month,15.0,631.15,DSL,Yes,11.63,3.0,292.8,4.3,Electronic check,2.0,2024-05-23,1,38.0
TC-003670,47.08030977,Male,12.89298251,Month-to-month,56.62,847.74,Fiber optic,Yes,9.26,2.0,333.3,5.5,Mailed check,1.0,2024-05-29,0,32.0
TC-002649,42.23427501,Male,17.6292299,Month-to-month,28.55,502.88,Fiber optic,No,8.5,4.0,352.8,4.0,Mailed check,0.0,2024-05-30,1,31.0
TC-000234,32.22599479,Male,5.971916107,Two year,97.91,601.4,DSL,No,0.51,1.0,525.0,7.3,Mailed check,0.0,2024-06-20,0,10.0
TC-004645,51.55987025,Male,2.844130217,Two year,100.04,165.77,Fiber optic,Yes,2.96,2.0,431.4,8.5,Mailed check,3.0,2024-06-14,0,16.0
TC-000799,42.42477564,Male,5.013555351,Month-to-month,50.02,116.94,Fiber optic,Yes,9.01,2.0,330.1,7.4,Electronic check,3.0,2024-05-18,0,43.0
TC-000634,35.59678395,Male,8.096348146,Month-to-month,85.24,662.09,DSL,Yes,17.7,3.0,315.3,4.5,Electronic check,3.0,2024-06-12,0,18.0
TC-002315,51.98886378,Male,2.218625855,Two year,65.59,306.07,Fiber optic,Yes,9.99,2.0,421.5,7.7,Credit card,4.0,2024-06-29,0,1.0
TC-000416,30.77270195,Female,25.66310339,Month-to-month,71.3,1792.08,Fiber optic,Yes,29.29,2.0,34.3,6.2,Electronic check,0.0,2024-06-03,0,27.0
TC-002660,50.2987683,Female,2.670524686,Month-to-month,44.65,279.29,Fiber optic,No,1.8,1.0,403.1,6.5,Electronic check,2.0,2024-06-28,0,2.0
TC-002025,43.89471299,Male,40.54357265,Two year,55.51,2177.3,Fiber optic,No,17.38,2.0,271.9,5.0,Credit card,2.0,2024-06-16,0,14.0
TC-002608,43.01292307,Male,17.36595359,Month-to-month,48.51,841.03,DSL,Yes,11.58,1.0,231.6,6.1,Mailed check,0.0,2024-06-30,0,0.0
TC-003894,43.01292307,Female,24.18509433,Month-to-month,25.34,631.19,Fiber optic,Yes,30.23,2.0,272.6,9.9,Credit card,0.0,2024-06-17,0,13.0
TC-003494,33.97024931,Female,30.71886958,Two year,55.89,1680.38,No internet,Yes,4.0,1.0,226.1,6.6,Electronic check,3.0,2024-06-16,0,14.0
TC-000811,39.19692534,Female,91.6746482,Two year,42.98,3965.61,Fiber optic,No,3.76,4.0,303.4,7.0,Electronic check,1.0,2024-06-09,0,21.0
TC-000018,46.71370999,Female,1.0,Month-to-month,72.5,80.28,No internet,Yes,18.87,0.0,317.1,5.0,Electronic check,0.0,2024-06-29,1,1.0
TC-002534,28.21970233,Male,29.05216068,One year,15.0,335.24,No internet,No,21.3,2.0,349.2,4.3,Bank transfer,2.0,2024-05-28,0,33.0
TC-002463,49.23373429,Female,6.608965103,Two year,67.65,694.7,DSL,Yes,6.15,2.0,327.2,5.1,Credit card,0.0,2024-06-07,0,23.0
TC-002092,46.50711539,Male,8.270855535,One year,102.53,929.0,Fiber optic,No,54.97,1.0,466.5,3.5,Electronic check,4.0,2024-05-07,0,54.0
TC-002171,56.81001775,Male,2.118109096,Month-to-month,48.49,122.58,Fiber optic,No,3.21,3.0,236.9,6.1,Credit card,5.0,2024-06-01,1,29.0
TC-000597,37.95187597,Male,1.0,One year,30.13,61.75,Fiber optic,Yes,5.99,2.0,571.1,8.0,Credit card,0.0,2024-04-17,0,74.0
TC-004409,50.11362778,Female,15.94802563,Month-to-month,47.58,756.23,DSL,Yes,41.26,4.0,330.0,6.6,Credit card,2.0,2024-05-28,0,33.0
TC-002195,44.84559251,Male,5.442777801,Month-to-month,52.77,326.49,Fiber optic,No,14.81,0.0,141.4,6.3,Mailed check,1.0,2024-06-28,0,2.0
TC-004398,27.53699893,Female,3.075246246,Month-to-month,107.0,409.07,DSL,No,11.88,1.0,337.2,8.3,Bank transfer,4.0,2024-06-21,1,9.0
TC-001558,29.95231574,Female,24.26398358,Month-to-month,100.46,2358.56,Fiber optic,No,29.58,2.0,239.5,7.6,Bank transfer,4.0,2024-06-28,0,2.0
